	ENEMY_LEVEL	ENEMY_STARS	ENEMY_RARITY	EXP_REWARD	IS_MAJOR	ENVIRONMENT	STAGE_ONE	STAGE_TWO	STAGE_THREE	PRIMARY_LOOT	SECONDARY_LOOT	ONE_TIME_REWARD
12-7	83	2	PURPLE_4	1563	1	HACKER_ENCLAVE_NEW_7	FELIX,JACK_SPARROW,NICK_WILDE,VIOLET	REX,MAUI,CALHOUN,WOODY,SOULLESS_SPLASH_F	[boss]RALPH,SULLEY,BAYMAX,SOULLESS_GLASS_CANNON_F,MIKE,TIA_DALMA	SHARD_REEL_LAST_RESORT,SHARD_CROWN_OF_THE_WILD_FRONTIER,SHARD_SALLYS_SPICES	REEL_MRS_NESBITTS_CHAPEAU,SHARD_REEL_INCOGNITO_MODE,REEL_CONSPICUOUS_APPLE	
12-8	84	2	PURPLE_4	1570	0	HACKER_ENCLAVE_NEW_4	REX,SOULLESS_GHOUL_F,SOULLESS_SPLASH_F,JESSIE	SULLEY,JACK_SPARROW,SOULLESS_SPLASH_F,FROZONE,JUDY_HOPPS	[boss]MAUI,HECTOR_BARBOSSA,MERIDA,SOULLESS_GLASS_CANNON_F,MOANA,FINNICK	SHARD_PC_FLYERS,SHARD_CROWN_OF_THE_WILD_FRONTIER,SHARD_SALLYS_SPICES	REEL_LOVELY_BUNCH_OF_COCONUTS,SHARD_REEL_INCOGNITO_MODE,REEL_CONSPICUOUS_APPLE	
12-9	84	2	PURPLE_4	1578	0	HACKER_ENCLAVE_NEW_6	FELIX,SOULLESS_GLASS_CANNON_N,JACK_JACK,SOULLESS_MAGE_F	SOULLESS_SPLASH_F,BAYMAX,MR_INCREDIBLE,JACK_SPARROW,FROZONE	[boss]MAUI,SOULLESS_GLASS_CANNON_F,MOANA,ELASTIGIRL,CALHOUN,MERIDA	SHARD_SALLYS_SPICES,SHARD_LOVE_BIRDS,SHARD_PC_FLYERS	REEL_CONSPICUOUS_APPLE,SHARD_REEL_SEA_WITCHS_CONTRACT,REEL_LOVELY_BUNCH_OF_COCONUTS	
12-10	85	2	PURPLE_4	1585	1	HACKER_ENCLAVE_NEW_8	SOULLESS_GHOUL_F,HECTOR_BARBOSSA,MOANA,SOULLESS_MAGE_F	MAUI,VANELLOPE,SOULLESS_SPLASH_F,SOULLESS_SPLASH_F,SOULLESS_GLASS_CANNON_F	[boss]REX,JACK_SPARROW,JESSIE,EVE,MERIDA	SHARD_REEL_JAFARS_CUFFLINKS,SHARD_LOVE_BIRDS,SHARD_PC_FLYERS	SHARD_EXTRACT_OF_LLAMA,SHARD_REEL_SEA_WITCHS_CONTRACT,REEL_LOVELY_BUNCH_OF_COCONUTS	
12-11	86	2	PURPLE_4	1593	0	HACKER_ENCLAVE_NEW_9	REX,EVE,CALHOUN,FINNICK	SOULLESS_GHOUL_F,SOULLESS_GHOUL_F,VANELLOPE,NICK_WILDE,SOULLESS_SPLASH_F	[boss]MR_INCREDIBLE,SULLEY,MOANA,DASH,SOULLESS_MAGE_F,HIRO	SHARD_REEL_DOGS_BREAKFAST,SHARD_LOVE_BIRDS,SHARD_PC_FLYERS	COOKBOOK,SHARD_REEL_SEA_WITCHS_CONTRACT,REEL_LOVELY_BUNCH_OF_COCONUTS	
12-12	86	2	PURPLE_4	1600	0	HACKER_ENCLAVE_NEW_10	RALPH,BAYMAX,SOULLESS_GLASS_CANNON_F,SOULLESS_MAGE_F	SOULLESS_GHOUL_F,SOULLESS_GHOUL_F,SOULLESS_GLASS_CANNON_N,KEVIN_FLYNN,WOODY	[boss]REX,FELIX,SOULLESS_GLASS_CANNON_F,SOULLESS_GLASS_CANNON_F,JUDY_HOPPS,VIOLET	SHARD_PC_FLYERS,SHARD_CROWN_OF_THE_WILD_FRONTIER,SHARD_REEL_DOGS_BREAKFAST	REEL_LOVELY_BUNCH_OF_COCONUTS,SHARD_REEL_DOCTORS_TOP_HAT,COOKBOOK	
12-13	87	2	PURPLE_4	1608	1	HACKER_ENCLAVE_NEW_11	SULLEY,BAYMAX,EMPEROR_ZURG,EVE	FELIX,CALHOUN,SOULLESS_GLASS_CANNON_N,SOULLESS_GLASS_CANNON_F,SOULLESS_SPLASH_F	[boss]MAUI,SOULLESS_SPLASH_F,MOANA,HECTOR_BARBOSSA,NICK_WILDE,MERIDA	SHARD_REEL_PASSIVE_AGGRESSIVE_ELLIPSIS,SHARD_CROWN_OF_THE_WILD_FRONTIER,SHARD_REEL_DOGS_BREAKFAST	REEL_SAN_FRANCISCO_PIZZA,SHARD_REEL_DOCTORS_TOP_HAT,COOKBOOK	
12-14	87	2	PURPLE_4	1615	0	HACKER_ENCLAVE_NEW_12	BAYMAX,SOULLESS_GLASS_CANNON_N,MERIDA,FINNICK	CHIEF_BOGO,MAUI,JACK_SPARROW,YAX,VIOLET	[boss]RALPH,SOULLESS_GLASS_CANNON_N,DASH,SOULLESS_GLASS_CANNON_F,NICK_WILDE,JUDY_HOPPS	SHARD_REEL_LIQUID_BREAKFAST,SHARD_CROWN_OF_THE_WILD_FRONTIER,SHARD_REEL_DOGS_BREAKFAST	MOON_ANCHOR,SHARD_REEL_DOCTORS_TOP_HAT,COOKBOOK	
12-15	88	2	PURPLE_4	1623	0	HACKER_ENCLAVE_NEW_9	MAUI,RALPH,SOULLESS_SPLASH_F,HECTOR_BARBOSSA	SOULLESS_GHOUL_F,MIKE,EMPEROR_ZURG,HIRO,VIOLET	[boss]SULLEY,REX,SOULLESS_GLASS_CANNON_F,VANELLOPE,DASH,YAX	SHARD_REEL_DOGS_BREAKFAST,SHARD_LOVE_BIRDS,SHARD_REEL_LIQUID_BREAKFAST	COOKBOOK,SHARD_REEL_BASKETBALL_JERSEY,MOON_ANCHOR	
12-16	88	2	PURPLE_4	1630	1	HACKER_ENCLAVE_NEW_13	FELIX,MOANA,SOULLESS_SPLASH_F,FINNICK	MAUI,BUZZ,SOULLESS_GLASS_CANNON_F,JESSIE,SOULLESS_SPLASH_F	[boss]BAYMAX,CHIEF_BOGO,SOULLESS_GLASS_CANNON_F,STITCH,TIA_DALMA,FROZONE	SHARD_REEL_SPEAR_MINT,SHARD_LOVE_BIRDS,SHARD_REEL_LIQUID_BREAKFAST	SHARD_WICKED_BEATS,SHARD_REEL_BASKETBALL_JERSEY,MOON_ANCHOR	
12-17	89	2	PURPLE_4	1637	0	HACKER_ENCLAVE_NEW_14	RALPH,SOULLESS_SPLASH_F,JACK_SPARROW,HIRO	MR_INCREDIBLE,SULLEY,HECTOR_BARBOSSA,JESSIE,MOANA	[boss]FELIX,MIKE,VANELLOPE,SOULLESS_GLASS_CANNON_N,ELASTIGIRL,SOULLESS_MAGE_F	SHARD_REEL_SWEET_TOOTH,SHARD_LOVE_BIRDS,SHARD_REEL_LIQUID_BREAKFAST	REEL_TINY_CAR,SHARD_REEL_BASKETBALL_JERSEY,MOON_ANCHOR	
12-18	89	2	PURPLE_4	1645	0	HACKER_ENCLAVE_NEW_15	MR_INCREDIBLE,VANELLOPE,SOULLESS_GLASS_CANNON_F,FINNICK	FELIX,REX,SOULLESS_SPLASH_F,SOULLESS_GLASS_CANNON_N,SOULLESS_GLASS_CANNON_F	[boss]BAYMAX,DASH,JACK_SPARROW,STITCH,YAX,WOODY	SHARD_REEL_LIQUID_BREAKFAST,SHARD_CROWN_OF_THE_WILD_FRONTIER,SHARD_REEL_SWEET_TOOTH	MOON_ANCHOR,SHARD_REEL_PIGASUS,REEL_TINY_CAR	
12-19	90	2	PURPLE_4	1652	1	HACKER_ENCLAVE_NEW_14	MR_INCREDIBLE,MERIDA,SOULLESS_SPLASH_F,YAX	SULLEY,SOULLESS_SPLASH_F,STITCH,MIKE,VIOLET	[boss]CHIEF_BOGO,DASH,SOULLESS_GLASS_CANNON_F,NICK_WILDE,VANELLOPE,WOODY	SHARD_REEL_MIST_MAKER,SHARD_CROWN_OF_THE_WILD_FRONTIER,SHARD_REEL_SWEET_TOOTH	REEL_ANVIL_OF_MORALITY,SHARD_REEL_PIGASUS,REEL_TINY_CAR	
13-1	85	2	ORANGE	1660	1	FINANCIAL_DISTRICT_5	SULLEY,CHIEF_BOGO,NICK_WILDE,SOULLESS_SWORD_F	MAUI,SOULLESS_GHOUL_N,SOULLESS_SWORD_F,SOULLESS_BUG_N,TIA_DALMA	[boss]EMPEROR_ZURG,SOULLESS_GHOUL_N,CAT_BURGLAR,SOULLESS_AUTOTURRET,SOULLESS_MAGE_F,HIRO	SHARD_REEL_BONE_XYLOPHONE,SHARD_MERLINS_BAG,SHARD_I_FIGHT_FOR_THE_USERS	CONTINENTAL_BREAKFAST,SHARD_REEL_FLUBBER,BADGE_OF_STEALTH	
13-2	86	2	ORANGE	1667	0	FINANCIAL_DISTRICT_1	SOULLESS_SWORD_N,SOULLESS_GLASS_CANNON_N,CAT_BURGLAR,VIOLET	MAUI,SOULLESS_AUTOTURRET,SOULLESS_SPLASH_N,JESSIE,FROZONE	[boss]REX,VANELLOPE,MIKE,SOULLESS_GLASS_CANNON_F,SOULLESS_TURRET,SOULLESS_CANNON	SHARD_REEL_WHALE_OF_A_TALE,SHARD_MERLINS_BAG,SHARD_I_FIGHT_FOR_THE_USERS	SHARD_REEL_SEA_WITCHS_CONTRACT,SHARD_REEL_FLUBBER,BADGE_OF_STEALTH	
13-3	86	2	ORANGE	1675	0	FINANCIAL_DISTRICT_2	FELIX,JACK_SPARROW,SOULLESS_TURRET,TIA_DALMA	SULLEY,DASH,SOULLESS_BUG_F,SOULLESS_MAGE_F,YAX	[boss]HECTOR_BARBOSSA,SOULLESS_SPLASH_N,SOULLESS_GHOUL_N,SOULLESS_TURRET,SOULLESS_SPLASH_F,SOULLESS_SWORD_N	SHARD_MERLINS_BAG,SHARD_REEL_KING_OF_BALD_MOUNTAIN,SHARD_REEL_WHALE_OF_A_TALE	BADGE_OF_STEALTH,REEL_CRAB_CAKE,SHARD_REEL_SEA_WITCHS_CONTRACT	
13-4	87	2	ORANGE	1682	1	FINANCIAL_DISTRICT_3	CHIEF_BOGO,SOULLESS_SWORD_F,JESSIE,NICK_WILDE	RALPH,MOANA,SOULLESS_CANNON,STITCH,JUDY_HOPPS	[boss]MIKE,SOULLESS_GHOUL_F,HECTOR_BARBOSSA,SOULLESS_SPLASH_F,SOULLESS_MAGE_F,FINNICK	SHARD_REEL_ARAIGNEE_NOIRE,SHARD_REEL_KING_OF_BALD_MOUNTAIN,SHARD_REEL_WHALE_OF_A_TALE	REEL_ANVIL_OF_MORALITY,REEL_CRAB_CAKE,SHARD_REEL_SEA_WITCHS_CONTRACT	
13-5	87	2	ORANGE	1690	0	FINANCIAL_DISTRICT_4	SOULLESS_SWORD_N,JACK_SPARROW,SOULLESS_MAGE_F,MERIDA	SOULLESS_SWORD_N,SOULLESS_BRUTE,ELASTIGIRL,ALADDIN,MIKE	[boss]MR_INCREDIBLE,STITCH,MOANA,NICK_WILDE,CAT_BURGLAR,SOULLESS_SWORD_F	SHARD_CROWN_OF_NY,SHARD_REEL_KING_OF_BALD_MOUNTAIN,SHARD_REEL_WHALE_OF_A_TALE	SHARD_REEL_LAWNMOWER_REMOTE,REEL_CRAB_CAKE,SHARD_REEL_SEA_WITCHS_CONTRACT	
13-6	88	2	ORANGE	1697	0	FINANCIAL_DISTRICT_5	SOULLESS_BRUTE,SOULLESS_BUG_F,SOULLESS_AUTOTURRET,SOULLESS_SWORD_F	BAYMAX,CHIEF_BOGO,JESSIE,CAT_BURGLAR,SOULLESS_SPLASH_N	[boss]SULLEY,SOULLESS_GHOUL_F,SOULLESS_AUTOTURRET,SOULLESS_MAGE_N,SOULLESS_SWORD_N,WOODY	SHARD_REEL_WHALE_OF_A_TALE,SHARD_MERLINS_BAG,SHARD_CROWN_OF_NY	SHARD_REEL_SEA_WITCHS_CONTRACT,SHARD_REEL_MIST_MAKER,SHARD_REEL_LAWNMOWER_REMOTE	
13-7	88	2	ORANGE	1704	1	FINANCIAL_DISTRICT_6	CHIEF_BOGO,VANELLOPE,SOULLESS_AUTOTURRET,FINNICK	SOULLESS_GHOUL_F,CAT_BURGLAR,NICK_WILDE,SOULLESS_BUG_F,FROZONE	[boss]BAYMAX,SOULLESS_SWORD_F,RALPH,SOULLESS_BUG_N,JACK_JACK,MIGUEL	SHARD_REEL_LIGHTSPEED,SHARD_MERLINS_BAG,SHARD_CROWN_OF_NY	SHARD_REEL_SAVE_TOKEN,SHARD_REEL_MIST_MAKER,SHARD_REEL_LAWNMOWER_REMOTE	
13-8	89	2	ORANGE	1712	0	FINANCIAL_DISTRICT_7	SOULLESS_SWORD_N,MIKE,SOULLESS_SPLASH_F,SOULLESS_AUTOTURRET	SOULLESS_GHOUL_N,SOULLESS_SKELETON,SOULLESS_AUTOTURRET,TIA_DALMA,SOULLESS_AUTOTURRET	[boss]RALPH,SOULLESS_SWORD_F,EVE,BUZZ,FROZONE,SOULLESS_MAGE_N	SHARD_REEL_TRICK_OR_TREAT,SHARD_MERLINS_BAG,SHARD_CROWN_OF_NY	SHARD_PRINCESS_FINDER,SHARD_REEL_MIST_MAKER,SHARD_REEL_LAWNMOWER_REMOTE	
13-9	89	2	ORANGE	1719	0	FINANCIAL_DISTRICT_8	SOULLESS_BRUTE,NICK_WILDE,EMPEROR_ZURG,SOULLESS_SWORD_F	SOULLESS_GHOUL_N,SOULLESS_BRUTE,EVE,SOULLESS_TURRET,SOULLESS_MAGE_N	[boss]BAYMAX,SOULLESS_SPLASH_F,SOULLESS_BUG_F,MERIDA,VANELLOPE,JUDY_HOPPS	SHARD_CROWN_OF_NY,SHARD_REEL_DIABLO_PIEDRA,SHARD_REEL_TRICK_OR_TREAT	SHARD_REEL_LAWNMOWER_REMOTE,SHARD_WIG_A_LA_MODE,SHARD_PRINCESS_FINDER	
13-10	90	2	ORANGE	1727	1	FINANCIAL_DISTRICT_9	FELIX,MR_INCREDIBLE,ALADDIN,SOULLESS_AUTOTURRET	RALPH,MAUI,MERIDA,SOULLESS_AUTOTURRET,SOULLESS_BUG_F	[boss]CHIEF_BOGO,SOULLESS_SWORD_N,SOULLESS_BRUTE,SOULLESS_BUG_N,BUZZ,JUDY_HOPPS	SHARD_REEL_KIMMUNICATOR,SHARD_REEL_DIABLO_PIEDRA,SHARD_REEL_TRICK_OR_TREAT	SHARD_YOU_CAN_FLY,SHARD_WIG_A_LA_MODE,SHARD_PRINCESS_FINDER	
13-11	91	2	ORANGE	1734	0	FINANCIAL_DISTRICT_10	FELIX,SULLEY,JESSIE,SOULLESS_AUTOTURRET	BAYMAX,MERIDA,DASH,JUDY_HOPPS,FINNICK	[boss]EVE,SOULLESS_SWORD_F,SOULLESS_AUTOTURRET,SOULLESS_SWORD_N,NICK_WILDE,VIOLET	SHARD_PIRATE_HIDEOUT,SHARD_REEL_DIABLO_PIEDRA,SHARD_REEL_TRICK_OR_TREAT	SHARD_REEL_LIGHTSPEED,SHARD_WIG_A_LA_MODE,SHARD_PRINCESS_FINDER	
13-12	91	2	ORANGE	1742	0	FINANCIAL_DISTRICT_11	FELIX,SOULLESS_SWORD_F,CALHOUN,SOULLESS_AUTOTURRET	SULLEY,MAUI,STITCH,SOULLESS_AUTOTURRET,JESSIE	[boss]MR_INCREDIBLE,EMPEROR_ZURG,NICK_WILDE,FINNICK,GENIE,SOULLESS_MAGE_N	SHARD_REEL_TRICK_OR_TREAT,SHARD_MERLINS_BAG,SHARD_PIRATE_HIDEOUT	SHARD_PRINCESS_FINDER,SHARD_ESCAPE_PLAN,SHARD_REEL_LIGHTSPEED	
13-13	92	2	ORANGE	1749	1	FINANCIAL_DISTRICT_12	FELIX,SOULLESS_AUTOTURRET,SOULLESS_MAGE_F,SOULLESS_AUTOTURRET	SOULLESS_AUTOTURRET,MR_INCREDIBLE,SOULLESS_SKELETON,SOULLESS_TURRET,HIRO	[boss]MIGUEL,SOULLESS_GLASS_CANNON_F,SOULLESS_BUG_F,CAT_BURGLAR,JACK_SPARROW,JUDY_HOPPS	SHARD_REEL_PILOTS_CAP,SHARD_MERLINS_BAG,SHARD_PIRATE_HIDEOUT	SHARD_ESCAPE_PLAN,SHARD_ESCAPE_PLAN,SHARD_REEL_LIGHTSPEED	
13-14	92	2	ORANGE	1757	0	FINANCIAL_DISTRICT_13	FELIX,SOULLESS_SPLASH_N,MOANA,HECTOR_BARBOSSA	RALPH,STITCH,SOULLESS_SPLASH_F,SOULLESS_TURRET,TIA_DALMA	[boss]CHIEF_BOGO,SOULLESS_GHOUL_N,SOULLESS_MAGE_F,SOULLESS_SPLASH_N,YAX,VIOLET	SHARD_REEL_DRUM_LINE,SHARD_MERLINS_BAG,SHARD_PIRATE_HIDEOUT	SHARD_REEL_PIGASUS,SHARD_ESCAPE_PLAN,SHARD_REEL_LIGHTSPEED	
13-15	93	2	ORANGE	1764	0	FINANCIAL_DISTRICT_14	SOULLESS_SWORD_N,ELASTIGIRL,MIKE,VANELLOPE	SOULLESS_GHOUL_F,EMPEROR_ZURG,STITCH,CALHOUN,SOULLESS_CANNON	[boss]FELIX,SOULLESS_SWORD_F,HECTOR_BARBOSSA,SOULLESS_MAGE_F,SOULLESS_MAGE_N,VIOLET	SHARD_PIRATE_HIDEOUT,SHARD_REEL_MATHEMATICALLY_DELICIOUS,SHARD_REEL_DRUM_LINE	SHARD_REEL_LIGHTSPEED,SHARD_REEL_DISCARDED_TIARA,SHARD_REEL_PIGASUS	
13-16	93	2	ORANGE	1771	1	FINANCIAL_DISTRICT_15	SOULLESS_SWORD_F,SOULLESS_BRUTE,BUZZ,DASH	FELIX,MERIDA,MOANA,SOULLESS_AUTOTURRET,SOULLESS_GLASS_CANNON_N	[boss]VANELLOPE,SOULLESS_SWORD_F,SOULLESS_GHOUL_F,SOULLESS_TURRET,ELASTIGIRL,JUDY_HOPPS	SHARD_DEUS_EX_CALIBUR,SHARD_REEL_MATHEMATICALLY_DELICIOUS,SHARD_REEL_DRUM_LINE	SHARD_REEL_FAMILY_HEIRLOOM,SHARD_REEL_DISCARDED_TIARA,SHARD_REEL_PIGASUS	
13-17	94	2	ORANGE	1779	0	FINANCIAL_DISTRICT_16	SULLEY,SOULLESS_AUTOTURRET,EMPEROR_ZURG,SOULLESS_AUTOTURRET	BAYMAX,MAUI,CALHOUN,SOULLESS_AUTOTURRET,TIA_DALMA	[boss]MR_INCREDIBLE,SOULLESS_BRUTE,MERIDA,DASH,JUDY_HOPPS,KEVIN_FLYNN	SHARD_PEPPER_SHAKER,SHARD_REEL_MATHEMATICALLY_DELICIOUS,SHARD_REEL_DRUM_LINE	SHARD_REEL_BONE_XYLOPHONE,SHARD_REEL_DISCARDED_TIARA,SHARD_REEL_PIGASUS	
13-18	94	2	ORANGE	1786	0	FINANCIAL_DISTRICT_10	SOULLESS_SKELETON,JACK_SPARROW,STITCH,CAT_BURGLAR	SOULLESS_SWORD_N,CHIEF_BOGO,SOULLESS_AUTOTURRET,SOULLESS_TURRET,JUDY_HOPPS	[boss]BAYMAX,SOULLESS_TURRET,MIKE,FROZONE,TIA_DALMA,YAX	SHARD_REEL_DRUM_LINE,SHARD_MERLINS_BAG,SHARD_PEPPER_SHAKER	SHARD_REEL_PIGASUS,SHARD_REEL_ARAIGNEE_NOIRE,SHARD_REEL_BONE_XYLOPHONE	
13-19	95	2	ORANGE	1794	1	FINANCIAL_DISTRICT_3	SOULLESS_SKELETON,VANELLOPE,TIA_DALMA,SOULLESS_SWORD_N	CHIEF_BOGO,SOULLESS_SKELETON,FELIX,SOULLESS_BUG_N,HIRO	[boss]REX,MERIDA,SOULLESS_GLASS_CANNON_N,SOULLESS_MAGE_F,NICK_WILDE,GENIE	SHARD_THINKING_CAP,SHARD_MERLINS_BAG,SHARD_PEPPER_SHAKER	SHARD_AIR_HERCS,SHARD_REEL_ARAIGNEE_NOIRE,SHARD_REEL_BONE_XYLOPHONE	
14-1	90	2	ORANGE_1	1801	1	UNFINISHED_LEVEL_1	CHIEF_BOGO,SOULLESS_BRUTE,DASH,SOULLESS_CANNON	SOULLESS_SWORD_F,EMPEROR_ZURG,EVE,SOULLESS_MAGE_F,SOULLESS_SPLASH_F	[boss]SOULLESS_SWORD_F,ALADDIN,JACK_JACK,STITCH,TIA_DALMA,MICKEY_MOUSE	SHARD_FAIRY_LANTERN,SHARD_FLIGHT_OF_FANCY,SHARD_BLANK_CHECK	REEL_INCONSPICUOUS_APPLE,SHARD_PRINCESS_FINDER,SHARD_REEL_MISPLACED_TAIL	
14-2	91	2	ORANGE_1	1809	0	UNFINISHED_LEVEL_2	SULLEY,DASH,JUDY_HOPPS,SOULLESS_MAGE_N	MR_INCREDIBLE,SOULLESS_GHOUL_F,VANELLOPE,EMPEROR_ZURG,CALHOUN	[boss]CHIEF_BOGO,SOULLESS_MAGE_N,JACK_JACK,SOULLESS_CANNON,MERIDA,KEVIN_FLYNN	SHARD_DINGLEHOPPER,SHARD_FLIGHT_OF_FANCY,SHARD_BLANK_CHECK	SHARD_YOU_CAN_FLY,SHARD_PRINCESS_FINDER,SHARD_REEL_MISPLACED_TAIL	
14-3	91	2	ORANGE_1	1816	0	UNFINISHED_LEVEL_3	SOULLESS_GHOUL_F,STITCH,SOULLESS_TURRET,MERIDA	SULLEY,FELIX,MR_INCREDIBLE,JESSIE,VIOLET	[boss]SOULLESS_SWORD_N,MR_INCREDIBLE,EMPEROR_ZURG,JACK_SPARROW,JESSIE,MALEFICENT	SHARD_FLIGHT_OF_FANCY,SHARD_TRUST_IN_ME,SHARD_DINGLEHOPPER	SHARD_REEL_MISPLACED_TAIL,SHARD_REEL_BONE_XYLOPHONE,SHARD_YOU_CAN_FLY	
14-4	92	2	ORANGE_1	1824	1	UNFINISHED_LEVEL_4	SOULLESS_SWORD_F,EMPEROR_ZURG,SOULLESS_TURRET,SOULLESS_SPLASH_F	SOULLESS_BRUTE,STITCH,SOULLESS_AUTOTURRET,SOULLESS_SPLASH_F,SOULLESS_BUG_F	[boss]SOULLESS_SKELETON,NICK_WILDE,SOULLESS_GLASS_CANNON_F,SOULLESS_SPLASH_F,YAX,VIOLET	SHARD_REEL_FLUBBER,SHARD_TRUST_IN_ME,SHARD_DINGLEHOPPER	SHARD_REEL_SEA_WITCHS_CONTRACT,SHARD_REEL_BONE_XYLOPHONE,SHARD_YOU_CAN_FLY	
14-5	92	2	ORANGE_1	1831	0	UNFINISHED_LEVEL_5	MAUI,SOULLESS_MAGE_F,SOULLESS_SPLASH_N,MIKE	SOULLESS_BRUTE,REX,SOULLESS_SPLASH_F,SOULLESS_GLASS_CANNON_F,YAX	[boss]CHIEF_BOGO,SOULLESS_MAGE_F,HADES,SOULLESS_BUG_F,FROZONE,WOODY	SHARD_NACO,SHARD_TRUST_IN_ME,SHARD_DINGLEHOPPER	REEL_LOVELY_BUNCH_OF_COCONUTS,SHARD_REEL_BONE_XYLOPHONE,SHARD_YOU_CAN_FLY	
14-6	93	2	ORANGE_1	1838	0	UNFINISHED_LEVEL_6	SOULLESS_GHOUL_N,MIKE,SOULLESS_BUG_N,VIOLET	SOULLESS_SWORD_F,SOULLESS_MAGE_F,SOULLESS_GHOUL_N,SOULLESS_GLASS_CANNON_F,KEVIN_FLYNN	[boss]SULLEY,REX,MIKE,SOULLESS_MAGE_F,EMPEROR_ZURG,FROZONE	SHARD_DINGLEHOPPER,SHARD_FLIGHT_OF_FANCY,SHARD_NACO	SHARD_YOU_CAN_FLY,SHARD_REEL_FAMILY_HEIRLOOM,REEL_LOVELY_BUNCH_OF_COCONUTS	
14-7	93	2	ORANGE_1	1846	1	UNFINISHED_LEVEL_7	SOULLESS_GHOUL_F,RALPH,CALHOUN,NICK_WILDE	SOULLESS_BRUTE,EMPEROR_ZURG,ALADDIN,SOULLESS_BUG_N,GENIE	[boss]REX,HECTOR_BARBOSSA,DASH,JESSIE,HIRO,KEVIN_FLYNN	SHARD_REEL_FOX_MACE,SHARD_FLIGHT_OF_FANCY,SHARD_NACO	SHARD_REEL_MIST_MAKER,SHARD_REEL_FAMILY_HEIRLOOM,REEL_LOVELY_BUNCH_OF_COCONUTS	
14-8	94	2	ORANGE_1	1853	0	UNFINISHED_LEVEL_8	CHIEF_BOGO,SOULLESS_GHOUL_N,SOULLESS_GLASS_CANNON_F,MERIDA	SOULLESS_SKELETON,MIKE,CALHOUN,YAX,FINNICK	[boss]MR_INCREDIBLE,VANELLOPE,SOULLESS_AUTOTURRET,SOULLESS_BUG_F,TIA_DALMA,MICKEY_MOUSE	SHARD_REEL_LUCKY_EGG,SHARD_FLIGHT_OF_FANCY,SHARD_NACO	SHARD_REEL_PASSIVE_AGGRESSIVE_ELLIPSIS,SHARD_REEL_FAMILY_HEIRLOOM,REEL_LOVELY_BUNCH_OF_COCONUTS	
14-9	94	2	ORANGE_1	1861	0	UNFINISHED_LEVEL_9	RALPH,HADES,SOULLESS_BUG_N,DASH	RALPH,SOULLESS_SWORD_N,MAUI,NICK_WILDE,YAX	[boss]BAYMAX,JACK_SPARROW,CAT_BURGLAR,STITCH,SOULLESS_SWORD_N,WOODY	SHARD_NACO,SHARD_TRUST_IN_ME,SHARD_REEL_LUCKY_EGG	REEL_LOVELY_BUNCH_OF_COCONUTS,SHARD_REEL_INCOGNITO_MODE,SHARD_REEL_PASSIVE_AGGRESSIVE_ELLIPSIS	
14-10	95	2	ORANGE_1	1868	1	UNFINISHED_LEVEL_10	SOULLESS_GHOUL_F,SOULLESS_CANNON,VANELLOPE,SOULLESS_SWORD_N	BAYMAX,MIKE,SOULLESS_BUG_F,SOULLESS_AUTOTURRET,SOULLESS_GLASS_CANNON_N	[boss]SOULLESS_GHOUL_N,SOULLESS_BUG_F,HECTOR_BARBOSSA,CALHOUN,SOULLESS_TURRET,GENIE	SHARD_REEL_SPEAR_MINT,SHARD_TRUST_IN_ME,SHARD_REEL_LUCKY_EGG	REEL_PRICKLY_PEAR,SHARD_REEL_INCOGNITO_MODE,SHARD_REEL_PASSIVE_AGGRESSIVE_ELLIPSIS	
14-11	96	2	ORANGE_1	1876	0	UNFINISHED_LEVEL_11	CHIEF_BOGO,HADES,MERIDA,ELASTIGIRL	HADES,SOULLESS_MAGE_F,SOULLESS_BUG_N,SOULLESS_AUTOTURRET,YAX	[boss]SOULLESS_BRUTE,MAUI,HADES,ALADDIN,EVE,MALEFICENT	SHARD_REEL_PAY_THROUGH_THE_TEETH,SHARD_TRUST_IN_ME,SHARD_REEL_LUCKY_EGG	SHARD_REEL_TRITONS_TRIDENT,SHARD_REEL_INCOGNITO_MODE,SHARD_REEL_PASSIVE_AGGRESSIVE_ELLIPSIS	
14-12	96	2	ORANGE_1	1883	0	UNFINISHED_LEVEL_12	RALPH,SOULLESS_GLASS_CANNON_N,VANELLOPE,ALADDIN	SOULLESS_GHOUL_F,SOULLESS_BUG_N,JACK_JACK,CAT_BURGLAR,TIA_DALMA	[boss]SOULLESS_SKELETON,SOULLESS_TURRET,JACK_SPARROW,MERIDA,MIKE,FINNICK	SHARD_REEL_LUCKY_EGG,SHARD_FLIGHT_OF_FANCY,SHARD_REEL_PAY_THROUGH_THE_TEETH	SHARD_REEL_PASSIVE_AGGRESSIVE_ELLIPSIS,SHARD_REEL_MISPLACED_TAIL,SHARD_REEL_TRITONS_TRIDENT	
14-13	97	2	ORANGE_1	1891	1	UNFINISHED_LEVEL_13	MR_INCREDIBLE,FELIX,CAT_BURGLAR,ALADDIN	CHIEF_BOGO,VANELLOPE,BUZZ,HECTOR_BARBOSSA,GENIE	[boss]FELIX,SULLEY,ELASTIGIRL,SOULLESS_MAGE_N,MIKE,JACK_JACK	SHARD_AQUARIUM_TAG,SHARD_FLIGHT_OF_FANCY,SHARD_REEL_PAY_THROUGH_THE_TEETH	SHARD_REEL_CHIEFS_STONE,SHARD_REEL_MISPLACED_TAIL,SHARD_REEL_TRITONS_TRIDENT	
