	CATEGORY	RARITY	REQUIRED_LEVEL	CONTENT_UPDATE	VEND_VALUE	GOLD_PRICE	DIAMOND_PRICE	TOKEN_PRICE	ENCHANT_POINTS	EXP_GIVEN	HP_MAX	BASIC_DAMAGE	SKILL_POWER	HP_REGEN	ENERGY_REGEN	ARMOR	REALITY	ARMOR_NEGATION	REALITY_NEGATION	NORMAL_CRIT	FANTASTIC_CRIT	TENACITY	CONSERVATION	IMPROVED_HEALING	EVASION	CRIT_DAMAGE	POWER
STONE_JUDY_HOPPS	STONE	BLUE			4,000	20,000	40	100																			
STONE_NICK_WILDE	STONE	BLUE			4,000	20,000	40	100																			
STONE_FINNICK	STONE	BLUE			4,000	20,000	40	100																			
STONE_CHIEF_BOGO	STONE	BLUE			4,000	20,000	40	100																			
STONE_YAX	STONE	BLUE			4,000	20,000	40	100																			
STONE_MR_INCREDIBLE	STONE	BLUE			4,000	20,000	40	100																			
STONE_ELASTIGIRL	STONE	BLUE			4,000	20,000	40	100																			
STONE_DASH	STONE	BLUE			4,000	20,000	40	100																			
STONE_FROZONE	STONE	BLUE			4,000	20,000	40	100																			
STONE_JACK_JACK	STONE	BLUE			4,000	20,000	40	100																			
STONE_VIOLET	STONE	BLUE			4,000	20,000	40	100																			
STONE_BUZZ	STONE	BLUE			4,000	20,000	40	100																			
STONE_WOODY	STONE	BLUE			4,000	20,000	40	100																			
STONE_REX	STONE	BLUE			4,000	20,000	40	100																			
STONE_EMPEROR_ZURG	STONE	BLUE			4,000	20,000	40	100																			
STONE_JESSIE	STONE	BLUE			4,000	20,000	40	100																			
STONE_SULLEY	STONE	BLUE			4,000	20,000	40	100																			
STONE_MIKE	STONE	BLUE			4,000	20,000	40	100																			
STONE_EVE	STONE	BLUE			4,000	20,000	40	100																			
STONE_JACK_SPARROW	STONE	BLUE			4,000	20,000	40	100																			
STONE_WALL_E	STONE	BLUE			4,000	20,000	40	100																			
STONE_HECTOR_BARBOSSA	STONE	BLUE			4,000	20,000	40	100																			
STONE_TIA_DALMA	STONE	BLUE			4,000	20,000	40	100																			
STONE_QUORRA	STONE	BLUE			4,000	20,000	40	100																			
STONE_KEVIN_FLYNN	STONE	BLUE			4,000	20,000	40	100																			
STONE_MERIDA	STONE	BLUE			4,000	20,000	40	100																			
STONE_MAUI	STONE	BLUE			4,000	20,000	40	100																			
STONE_STITCH	STONE	BLUE			4,000	20,000	40	100																			
STONE_MIGUEL	STONE	BLUE			4,000	20,000	40	100																			
STONE_MOANA	STONE	BLUE			4,000	20,000	40	100																			
STONE_GENIE	STONE	BLUE			4,000	20,000	40	100																			
STONE_ALADDIN	STONE	BLUE			4,000	20,000	40	100																			
STONE_BAYMAX	STONE	BLUE			4,000	20,000	40	100																			
STONE_HIRO	STONE	BLUE			4,000	20,000	40	100																			
STONE_HADES	STONE	BLUE			4,000	20,000	40	100																			
STONE_MALEFICENT	STONE	BLUE			4,000	20,000	40	100																			
STONE_URSULA	STONE	BLUE			4,000	20,000	40	100																			
STONE_SCAR	STONE	BLUE			4,000	20,000	40	100																			
STONE_MICKEY_MOUSE	STONE	BLUE			4,000	20,000	40	100																			
STONE_JACK_SKELLINGTON	STONE	BLUE			4,000	20,000	40	100																			
STONE_SALLY	STONE	BLUE			4,000	20,000	40	100																			
STONE_ELSA	STONE	BLUE			4,000	20,000	40	100																			
STONE_SHANK	STONE	BLUE			4,000	20,000	40	100																			
STONE_OLAF	STONE	BLUE			4,000	20,000	40	100																			
STONE_DARKWING_DUCK	STONE	BLUE			4,000	20,000	40	100																			
STONE_GASTON	STONE	BLUE			4,000	20,000	40	100																			
STONE_MAD_HATTER	STONE	BLUE			4,000	20,000	40	100																			
STONE_QUEEN_OF_HEARTS	STONE	BLUE			4,000	20,000	40	100																			
STONE_ALICE	STONE	BLUE			4,000	20,000	40	100																			
STONE_HERCULES	STONE	BLUE			4,000	20,000	40	100																			
STONE_MEGARA	STONE	BLUE			4,000	20,000	40	100																			
STONE_MERLIN	STONE	BLUE			4,000	20,000	40	100																			
STONE_ROBIN_HOOD	STONE	BLUE			4,000	20,000	40	100																			
STONE_GOOFY	STONE	BLUE			4,000	20,000	40	100																			
STONE_DUKE_CABOOM	STONE	BLUE			4,000	20,000	40	100																			
STONE_DUCKY_AND_BUNNY	STONE	BLUE			4,000	20,000	40	100																			
STONE_BO_PEEP	STONE	BLUE			4,000	20,000	40	100																			
STONE_ANGER	STONE	BLUE			4,000	20,000	40	100																			
STONE_JOY	STONE	BLUE			4,000	20,000	40	100																			
STONE_PETER_PAN	STONE	BLUE			4,000	20,000	40	100																			
STONE_RAFIKI	STONE	BLUE			4,000	20,000	40	100																			
STONE_BEAST	STONE	BLUE			4,000	20,000	40	100																			
STONE_JAFAR	STONE	BLUE			4,000	20,000	40	100																			
STONE_JASMINE	STONE	BLUE			4,000	20,000	40	100																			
STONE_TIMON_AND_PUMBAA	STONE	BLUE			4,000	20,000	40	100																			
STONE_SIMBA_AND_NALA	STONE	BLUE			4,000	20,000	40	100																			
STONE_HUEY_DEWEY_LOUIE	STONE	BLUE			4,000	20,000	40	100																			
STONE_MISS_PIGGY	STONE	BLUE			4,000	20,000	40	100																			
STONE_ANIMAL	STONE	BLUE			4,000	20,000	40	100																			
STONE_GONZO	STONE	BLUE			4,000	20,000	40	100																			
STONE_YZMA	STONE	BLUE			4,000	20,000	40	100																			
STONE_MADAM_MIM	STONE	BLUE			4,000	20,000	40	100																			
STONE_MEGAVOLT	STONE	BLUE			4,000	20,000	40	100																			
STONE_RANDALL_BOGGS	STONE	BLUE			4,000	20,000	40	100																			
STONE_SCROOGE_MCDUCK	STONE	BLUE			4,000	20,000	40	100																			
STONE_CAPTAIN_HOOK	STONE	BLUE			4,000	20,000	40	100																			
STONE_GIZMODUCK	STONE	BLUE			4,000	20,000	40	100																			
STONE_DONALD_DUCK	STONE	BLUE			4,000	20,000	40	100																			
STONE_OOGIE_BOOGIE	STONE	BLUE			4,000	20,000	40	100																			
STONE_LAUNCHPAD_MCQUACK	STONE	BLUE			4,000	20,000	40	100																			
STONE_FLYNN_RIDER	STONE	BLUE			4,000	20,000	40	100																			
STONE_MAGICA_DE_SPELL	STONE	BLUE			4,000	20,000	40	100																			
STONE_RAPUNZEL	STONE	BLUE			4,000	20,000	40	100																			
STONE_KIDA	STONE	BLUE			4,000	20,000	40	100																			
STONE_COLETTE	STONE	BLUE			4,000	20,000	40	100																			
STONE_LINGUINI_AND_REMY	STONE	BLUE			4,000	20,000	40	100																			
STONE_TRON	STONE	BLUE			4,000	20,000	40	100																			
STONE_DR_FACILIER	STONE	BLUE			4,000	20,000	40	100																			
STONE_HANK_AND_DORY	STONE	BLUE			4,000	20,000	40	100																			
STONE_GERALD_MARLIN_NEMO	STONE	BLUE			4,000	20,000	40	100																			
STONE_POWERLINE	STONE	BLUE			4,000	20,000	40	100																			
STONE_GOLIATH	STONE	BLUE			4,000	20,000	40	100																			
STONE_KRISTOFF_AND_SVEN	STONE	BLUE			4,000	20,000	40	100																			
STONE_TIGGER	STONE	BLUE			4,000	20,000	40	100																			
STONE_WINNIE_THE_POOH	STONE	BLUE			4,000	20,000	40	100																			
STONE_MUSHU	STONE	BLUE			4,000	20,000	40	100																			
STONE_SHAN_YU	STONE	BLUE			4,000	20,000	40	100																			
STONE_EEYORE	STONE	BLUE			4,000	20,000	40	100																			
STONE_MULAN	STONE	BLUE			4,000	20,000	40	100																			
STONE_BELLE	STONE	BLUE			4,000	20,000	40	100																			
STONE_SYNDROME	STONE	BLUE			4,000	20,000	40	100																			
STONE_MINNIE_MOUSE	STONE	BLUE			4,000	20,000	40	100																			
STONE_EVIL_QUEEN	STONE	BLUE			4,000	20,000	40	100																			
STONE_LI_SHANG	STONE	BLUE			4,000	20,000	40	100																			
STONE_DAVY_JONES	STONE	BLUE			4,000	20,000	40	100																			
STONE_BALOO	STONE	BLUE			4,000	20,000	40	100																			
STONE_BASIL	STONE	BLUE			4,000	20,000	40	100																			
STONE_CHESHIRE_CAT	STONE	BLUE			4,000	20,000	40	100																			
STONE_KING_LOUIE	STONE	BLUE			4,000	20,000	40	100																			
STONE_MAXIMUS	STONE	BLUE			4,000	20,000	40	100																			
STONE_JUMBA	STONE	BLUE			4,000	20,000	40	100																			
STONE_PLEAKLEY	STONE	BLUE			4,000	20,000	40	100																			
STONE_ANGEL	STONE	BLUE			4,000	20,000	40	100																			
STONE_SLINKY_DOG	STONE	BLUE			4,000	20,000	40	100																			
STONE_CAPTAIN_AMELIA	STONE	BLUE			4,000	20,000	40	100																			
STONE_IAN_LIGHTFOOT	STONE	BLUE			4,000	20,000	40	100																			
EPIC_CHIP_BO_PEEP	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_DUKE_CABOOM	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_WOODY	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_ALADDIN	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_SALLY	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_KEVIN_FLYNN	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_HADES	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_JACK_SKELLINGTON	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_EMPEROR_ZURG	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_YAX	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_MISS_PIGGY	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_HUEY_DEWEY_LOUIE	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_ANIMAL	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_GONZO	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_MADAM_MIM	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_MEGAVOLT	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_YZMA	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_JASMINE	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_CAPTAIN_HOOK	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_RANDALL_BOGGS	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_GIZMODUCK	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_OOGIE_BOOGIE	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_DONALD_DUCK	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_SCROOGE_MCDUCK	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_NICK_WILDE	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_MOANA	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_MAD_HATTER	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_JACK_JACK	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_DUCKY_AND_BUNNY	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_TRON	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_MAGICA_DE_SPELL	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_KIDA	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_LINGUINI_AND_REMY	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_COLETTE	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_RAPUNZEL	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_FLYNN_RIDER	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_LAUNCHPAD_MCQUACK	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_ELSA	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_GERALD_MARLIN_NEMO	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_HANK_AND_DORY	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_DR_FACILIER	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_POWERLINE	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_KRISTOFF_AND_SVEN	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_TIGGER	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_WINNIE_THE_POOH	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_EEYORE	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_GOLIATH	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_BELLE	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_VIOLET	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_MICKEY_MOUSE	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_TIA_DALMA	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_EVE	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_RALPH	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_BAYMAX	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_MULAN	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_MUSHU	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_SHAN_YU	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_EVIL_QUEEN	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_SYNDROME	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_LI_SHANG	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_ELASTIGIRL	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_VANELLOPE	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_CHIEF_BOGO	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_ALICE	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_QUEEN_OF_HEARTS	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_SIMBA_AND_NALA	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_ANGER	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_GOOFY	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_BASIL	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_MINNIE_MOUSE	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_DAVY_JONES	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_DASH	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_JESSIE	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_SULLEY	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_URSULA	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_QUORRA	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_HECTOR_BARBOSSA	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_MIKE	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_MALEFICENT	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_CALHOUN	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_GASTON	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_BALOO	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_KING_LOUIE	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_JUMBA	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_PLEAKLEY	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_CHESHIRE_CAT	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_SHANK	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_FINNICK	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_REX	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_JUDY_HOPPS	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_HIRO	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_RAFIKI	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_FELIX	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_SLINKY_DOG	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_MAXIMUS	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_ANGEL	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_CAPTAIN_AMELIA	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_MAUI	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_IAN_LIGHTFOOT	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_WALL_E	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_BUZZ	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_MIGUEL	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_STITCH	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_MR_INCREDIBLE	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_OLAF	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_FROZONE	EPIC_CHIP	RED			4,000	20,000	5	100																			
EPIC_CHIP_SCAR	EPIC_CHIP	RED			4,000	20,000	5	100																			
BIT_CALHOUN_ENERGY	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_CALHOUN_SHIELDS	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_NICK_WILDE_CHARM	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_NICK_WILDE_SHIELD	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_FELIX_ANGER	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_FELIX_FREEZE	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_FINNICK_VAN	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_FINNICK_ENERGY	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_VANELLOPE_SLOW	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_VANELLOPE_BACKLINE	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_JUDY_HOPPS_REVIVE	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_JUDY_HOPPS_SUPPORT	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_VIOLET_STUN	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_VIOLET_SHIELDS	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_RALPH_LONGER_STUNS	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_RALPH_HEALING	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_YAX_SLOW	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_YAX_DAMAGE	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_CHIEF_BOGO_CHARGE	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_CHIEF_BOGO_HEALS	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_DASH_ENERGY	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_DASH_SHIELD_COUNTER	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_ELASTIGIRL_DEBUFF	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_ELASTIGIRL_BACKLINE	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_MR_INCREDIBLE_ARMOR_SHREAD	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_MR_INCREDIBLE_WEAK_ALLIES	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_FROZONE_TANKS	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_FROZONE_HEALS	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_JACK_JACK_AOE_STUN	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_JACK_JACK_HEALING_COUNTER	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_WOODY_FAST_ENERGY	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_WOODY_LASSO_EARLY	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_BUZZ_SHIELD_ALLY	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_BUZZ_ATTACK_SPEED	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_REX_DPS_SYNERGY	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_REX_SHIELD_COUNTER	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_EMPEROR_ZURG_ENERGY_TO_ALLY	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_EMPEROR_ZURG_TANK_COUNTER	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_JESSIE_JUMP_EARLY	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_JESSIE_DODGE	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_SULLEY_STUN_COUNTER	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_SULLEY_TEAM_HEAL	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_EVE_TWO	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_EVE_DISABLE_SPREAD	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_MIKE_STUNS	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_MIKE_FANTASTIC_DAMAGE	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_WALL_E_DISABLES	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_WALL_E_MAX_ENERGY	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_JACK_SPARROW_HP	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_JACK_SPARROW_NORMAL_DAMAGE	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_QUORRA_SHIELD	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_QUORRA_CRIT	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_TIA_DALMA_CHARM	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_TIA_DALMA_SILENCE	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_HECTOR_BARBOSSA_STUDY	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_HECTOR_BARBOSSA_SLOW	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_KEVIN_FLYNN_SHIELD	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_KEVIN_FLYNN_HEAL	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_MERIDA_FIRE	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_MERIDA_ICE	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_MAUI_HP	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_MAUI_BITE	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_STITCH_SLOW	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_STITCH_BITE	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_MOANA_JUMP	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_MOANA_SHIELD	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_ALADDIN_SPEED	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_ALADDIN_REGEN	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_HIRO_SUMMON	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_HIRO_STUN	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_MIGUEL_FREEZE	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_MIGUEL_HEAL	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_BAYMAX_FREEZE	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_BAYMAX_SHIELD	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_GENIE_SHIELD	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_GENIE_FREEZE	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_HADES_TANK	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_HADES_DOT	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_URSULA_ENERGY	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_URSULA_CONTROL	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_MALEFICENT_AOE	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_MALEFICENT_DRAIN	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_SCAR_SPEED	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_SCAR_INVIS	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_MICKEY_MOUSE_HEALING	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_MICKEY_MOUSE_DPS	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_JACK_SKELLINGTON_DOT	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_JACK_SKELLINGTON_DUCK	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_ELSA_FREEZE	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_ELSA_SHIELD	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_SHANK_ENERGY	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_SHANK_ARMOR	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_SALLY_REALITY	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_SALLY_POISON	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_OLAF_FREEZE	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_OLAF_ENERGY	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_DARKWING_DUCK_SHIELD	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_DARKWING_DUCK_CRIT	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_GASTON_DISABLES	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_GASTON_DAMAGE	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_MAD_HATTER_CHARMED	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_MAD_HATTER_SPEED	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_QUEEN_OF_HEARTS_SPEED	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_QUEEN_OF_HEARTS_STUN	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_ALICE_DAMAGE	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_ALICE_SHIELD	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_HERCULES_CONTROL	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_HERCULES_TANK	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_MEGARA_INVINCIBLE	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_MEGARA_DISABLE	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_MERLIN_CONTROL	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_MERLIN_INVISIBLE	GEAR_BIT	PURPLE				20,000	40	100																			
